# ra dec
14.018476 -71.629814
14.029873 -72.470512
14.037303 -72.277908
14.045771 -72.44059
14.057666 -72.04567
14.061519 -72.42244
14.087205 -72.84552
14.090327 -72.459961
14.094011 -72.476639
14.099992 -72.487503
14.10552 -72.471741
14.113846 -72.468483
14.115696 -73.507523
14.127534 -72.231476
14.128729 -71.77256
14.129824 -72.152824
14.148048 -72.254349
14.159138 -72.310638
14.19015 -72.242996
14.200639 -71.179138
14.242771 -72.521553
14.255295 -72.14254
14.264679 -72.334267
14.268831 -72.494507
14.270352 -72.241432
14.276385 -72.254517
14.299565 -72.369591
14.311585 -71.504509
14.338515 -72.110527
14.347047 -72.02668
14.37155 -72.161362
14.385288 -72.100685
14.391292 -72.070297
14.408075 -72.058754
14.44261 -72.705765
14.472133 -72.412888
14.472561 -72.083511
14.481763 -72.422295
14.487046 -73.562134
14.506239 -72.594238
14.507126 -72.326561
14.558781 -71.969238
14.596641 -72.359787
14.689378 -72.276627
14.71651 -72.348312
14.722887 -72.360008
14.727953 -72.849892
14.729435 -72.552078
14.733524 -71.976097
14.739664 -72.288078
14.775518 -71.783722
14.804474 -72.377014
14.821316 -71.810242
14.872271 -72.330978
14.916991 -72.226891
14.925954 -72.163506
15.005334 -72.48336
15.007992 -72.017464
15.026778 -72.428185
15.054616 -72.334679
15.056647 -72.352814
15.098814 -72.631149
15.138538 -72.563477
15.145673 -72.366623
15.154256 -72.690392
15.201425 -73.687996
15.210984 -72.48114
15.267479 -72.440582
15.302052 -72.268593
15.340866 -71.954842
15.444264 -72.437416
15.444664 -72.562927
15.456195 -72.095955
15.554542 -72.939476
15.61304 -72.279282
15.645905 -72.505547
15.646989 -72.192581
15.658785 -72.135178
15.664665 -71.832069
15.664685 -72.301323
15.666333 -72.190926
15.705051 -72.156441
15.727274 -72.545883
15.739019 -73.128609
15.752757 -72.503365
15.771704 -72.154785
15.781884 -72.210083
15.787205 -71.930763
15.841267 -72.84407
15.856523 -72.042595
15.898766 -72.283546
15.940762 -72.818794
15.947997 -72.071434
15.954565 -73.712296
15.977364 -72.827797
15.993419 -71.90551
15.995159 -72.385849
16.024857 -73.818291
16.029622 -72.642746
16.050177 -72.978088
16.101214 -72.178276
16.113623 -72.547836
16.180614 -71.649818
16.197788 -72.044441
16.230061 -72.513527
16.24057 -72.385185
16.264754 -72.108932
16.297483 -72.724457
16.299472 -71.72628
16.382862 -72.763603
16.445653 -71.772797
16.457567 -72.369637
16.537387 -72.402466
16.553088 -72.631592
16.562863 -72.560211
16.563437 -72.591248
16.571746 -72.462975
16.671322 -72.896004
16.791081 -73.498528
16.823183 -73.22393
16.834747 -72.852707
16.846935 -72.442535
16.875432 -72.409515
16.897636 -72.276939
16.956915 -72.214272
16.976536 -72.683044
16.982439 -72.673393
17.022895 -72.14518
17.030683 -71.81395
17.048329 -72.521729
17.051814 -71.691063
17.061598 -72.624634
17.063286 -72.503166
17.121713 -72.45359
17.226705 -73.999603
17.22848 -72.414505
17.314073 -72.275597
17.321614 -71.556213
17.334506 -71.411934
17.354747 -72.260063
17.629456 -73.466484
17.689535 -73.286728
17.793628 -73.086525
18.18153 -73.294205
18.234879 -73.533585
18.263969 -73.205635
18.325872 -73.363472
18.409569 -73.278755
18.6571 -71.876244
18.69335 -73.35096
18.752301 -73.799683
18.756336 -73.666168
18.861405 -73.337494
18.869048 -73.260292
19.104533 -73.146667
19.219859 -73.216873
19.275741 -73.647217
19.3377 -73.595901
19.345612 -73.35466
19.363246 -72.677254
19.417553 -73.202896
19.435629 -73.481575
19.470878 -73.62368
19.917681 -73.335297
19.928189 -73.5327
68.923506 -72.361092
69.807742 -71.735428
70.332642 -70.115997
70.510723 -70.524918
70.779561 -70.458649
70.956826 -69.304626
71.327625 -69.27739
71.40502 -70.251076
71.533928 -68.915482
71.888462 -69.242455
71.975142 -69.179344
72.030049 -69.468002
72.255617 -68.976868
72.268664 -68.907272
72.30168 -69.456535
72.306186 -69.787003
72.329389 -69.431839
72.47404 -69.754547
72.485769 -69.755859
72.513294 -68.259689
72.569551 -69.969131
72.572915 -69.397163
72.593866 -69.332047
72.654389 -69.99234
72.662716 -69.983589
72.667214 -69.712425
72.732719 -69.431274
72.782142 -70.277702
72.806542 -69.194733
72.810664 -68.962128
72.937831 -69.504936
72.937915 -69.77256
72.941734 -68.886284
72.976371 -69.024078
73.033181 -66.818192
73.039665 -70.505318
73.073257 -66.912819
73.080188 -69.078506
73.222376 -67.095154
73.245894 -69.880737
73.291444 -66.960022
73.297462 -68.648354
73.355576 -68.916763
73.394164 -67.078598
73.404957 -69.718651
73.422152 -69.073898
73.512351 -69.834541
73.523972 -69.765968
73.566326 -66.301208
73.573663 -67.093658
73.59903 -70.901611
73.645546 -66.646965
73.672778 -69.4366
73.678207 -69.285744
73.691707 -68.962776
73.708893 -66.939491
73.738997 -66.752464
73.764138 -68.222588
73.770646 -69.798615
73.7762 -67.475845
73.790355 -69.486183
73.83998 -67.436485
73.887955 -67.338417
73.919471 -69.87233
73.970039 -69.706245
73.974836 -66.416481
73.978905 -69.725128
74.058839 -67.413483
74.063274 -66.20369
74.073144 -66.305267
74.108788 -69.673508
74.114236 -67.933502
74.114566 -69.379623
74.118794 -69.711594
74.127341 -66.302498
74.145976 -66.875214
74.147677 -68.25647
74.163857 -67.330376
74.166683 -69.698967
74.182526 -67.488174
74.213229 -66.530151
74.227917 -67.086021
74.231543 -67.486946
74.257486 -67.995209
74.284954 -67.046066
74.286438 -66.866669
74.290445 -67.022011
74.295525 -67.340118
74.320065 -68.410988
74.353067 -68.844727
74.420186 -66.786026
74.432613 -66.857719
74.434938 -69.521049
74.437683 -65.708374
74.445788 -69.215889
74.447295 -69.391327
74.467946 -69.392502
74.489212 -69.538612
74.512659 -68.906418
74.523225 -69.454338
74.527298 -67.241653
74.537554 -67.306412
74.565514 -70.532059
74.636575 -70.346024
74.668893 -70.527405
74.676973 -69.690598
74.714423 -67.052444
74.717101 -69.425728
74.834295 -68.843079
74.921413 -69.4561
74.931386 -68.523003
74.952992 -67.818863
74.964046 -70.222679
74.998596 -67.085793
75.031533 -68.449997
75.04305 -67.152191
75.133394 -67.940735
75.136946 -70.496994
75.158007 -67.764633
75.206093 -68.119324
75.206554 -68.434021
75.209047 -69.642174
75.229871 -66.637321
75.24744 -66.644096
75.255055 -66.10524
75.343363 -70.258026
75.380222 -66.954361
75.386393 -68.220688
75.461606 -69.414696
75.480705 -70.525101
75.508911 -70.1511
75.57528 -66.10759
75.744805 -65.93792
75.767477 -70.950439
75.783619 -66.230949
75.792006 -70.16497
75.849929 -68.925583
75.936254 -69.100464
75.951584 -66.133018
75.956276 -68.934052
76.021395 -69.018661
76.04151 -67.330482
76.051742 -67.416496
76.059927 -66.431381
76.064453 -69.026779
76.149149 -68.748634
76.167037 -68.949463
76.209054 -68.13121
76.217287 -69.062897
76.229829 -68.551895
76.229918 -68.967377
76.304923 -68.553238
76.336289 -70.741852
76.341489 -67.120789
76.371157 -68.965065
76.424819 -67.751686
76.474828 -68.180702
76.492217 -70.534889
76.536993 -71.25724
76.568824 -68.368561
76.580081 -71.470123
76.595263 -69.819595
76.614421 -68.511215
76.614966 -68.364449
76.63928 -68.363991
76.68745 -68.346352
76.690052 -68.986404
76.693142 -69.049408
76.69987 -70.037064
76.782532 -68.888756
76.814063 -70.200775
76.816581 -68.883507
76.828802 -68.427116
76.833749 -70.454239
76.871172 -68.311821
76.878954 -65.3396
76.938948 -69.162407
76.976827 -69.458702
76.977897 -68.676727
76.998653 -66.655083
77.004271 -67.097099
77.02987 -66.98938
77.076109 -68.779739
77.160077 -67.785843
77.242485 -68.48764
77.286327 -68.985405
77.333966 -70.457497
77.357488 -70.553963
77.366182 -68.85215
77.418324 -71.04985
77.472865 -68.612206
77.504119 -68.902481
77.527956 -67.315636
77.544668 -68.243187
77.579111 -65.274826
77.660807 -69.715027
77.770308 -70.243507
77.773078 -68.018791
77.904951 -69.304825
77.946825 -69.4328
77.960234 -69.351288
77.964982 -70.576408
77.966916 -67.166054
78.028352 -67.198875
78.141871 -65.826668
78.197533 -69.23555
78.22591 -69.236984
78.285377 -70.139542
78.316665 -67.296463
78.319998 -69.556137
78.37822 -69.539902
78.42998 -68.964081
78.454106 -67.446625
78.471043 -67.376289
78.473614 -67.063515
78.507998 -67.451942
78.518418 -67.264061
78.546107 -69.543488
78.56421 -68.978951
78.578573 -67.263702
78.870786 -66.810394
78.901303 -69.431702
78.933622 -68.991867
79.075968 -67.240059
79.170383 -69.656197
79.386792 -69.752083
79.434664 -69.342567
79.554313 -69.874611
79.557173 -68.49041
79.579719 -68.718452
79.593344 -69.545151
79.594847 -69.488861
79.604903 -69.686317
79.712597 -72.120125
79.815808 -68.934425
79.846065 -65.858719
80.009071 -68.063393
80.035374 -68.918663
80.095831 -69.038193
80.105058 -69.498871
80.180023 -69.487755
80.265148 -68.048332
80.313532 -69.444946
80.325135 -69.513069
80.325806 -66.908684
80.54487 -69.096001
80.574008 -69.353386
80.590077 -69.404907
80.629679 -65.371346
80.637892 -68.277718
80.648671 -68.899925
80.743821 -65.801697
80.802722 -68.781891
80.84795 -69.656616
80.906945 -68.777267
80.984144 -65.937645
80.987903 -69.777115
80.988021 -69.776245
81.00443 -71.160744
81.007614 -69.85527
81.067416 -69.658638
81.086366 -67.662697
81.107683 -69.514938
81.121322 -72.285049
81.135044 -68.498512
81.156232 -69.532639
81.184848 -69.630096
81.271244 -72.03624
81.279504 -66.04464
81.284448 -67.644135
81.294778 -66.265808
81.320819 -69.582993
81.351781 -66.568855
81.353718 -69.862534
81.401093 -69.037949
81.40648 -65.975014
81.421781 -69.241486
81.460458 -66.405823
81.495743 -66.038406
81.505768 -66.761322
81.574316 -66.050484
81.600296 -68.04702
81.662074 -69.423714
81.681947 -65.962448
81.721598 -69.044411
81.732915 -69.980225
81.74923 -69.082756
81.76531 -66.011261
81.775145 -66.746681
81.879173 -66.582611
81.953638 -66.03801
81.97569 -68.328835
81.978051 -68.328995
82.070179 -69.104988
82.091548 -67.296677
82.110799 -66.517159
82.133568 -69.200859
82.140347 -69.147591
82.148558 -69.028488
82.166598 -69.050812
82.185051 -69.228806
82.187213 -71.970413
82.194611 -69.431656
82.256902 -66.649391
82.258115 -66.221855
82.267326 -69.355209
82.282834 -66.600044
82.339233 -66.535522
82.349941 -69.471077
82.49221 -69.386147
82.510236 -65.933891
82.555391 -69.353394
82.580741 -65.90361
82.606141 -66.959465
82.612863 -67.102829
82.623667 -66.622704
82.656436 -69.722893
82.657663 -68.410896
82.66349 -69.119286
82.67394 -69.192993
82.684413 -68.60955
82.71537 -67.028183
82.717271 -68.693733
82.751967 -69.18647
82.791314 -67.030815
82.840846 -70.957069
82.869474 -71.389946
82.910079 -67.469894
82.956683 -71.060585
82.982888 -69.023308
83.015543 -66.657982
83.069673 -66.395912
83.086202 -68.846603
83.117512 -69.606491
83.150667 -69.017799
83.15235 -70.806839
83.187091 -66.874779
83.242337 -67.555969
83.25456 -69.374802
83.291798 -67.733246
83.371852 -67.338905
83.400133 -67.500008
83.401523 -69.386848
83.437062 -67.000183
83.475324 -68.799622
83.492801 -68.694839
83.504781 -70.712234
83.535131 -68.717476
83.546271 -69.42907
83.578245 -69.438858
83.579468 -67.108109
83.666828 -67.502647
83.724042 -69.133911
83.728128 -67.71991
83.805197 -69.24292
83.863142 -69.231224
83.899876 -69.118477
83.900594 -68.534393
83.935222 -66.882256
83.955935 -66.700485
84.059698 -69.191147
84.073025 -68.963707
84.080953 -68.224899
84.223679 -70.35643
84.236771 -69.271767
84.26094 -69.643074
84.266308 -69.167656
84.289308 -69.324539
84.311686 -70.506462
84.382455 -70.299202
84.392608 -69.45929
84.43914 -69.309685
84.521252 -69.296501
84.576233 -69.067322
84.611746 -69.764206
84.661939 -69.13736
84.677308 -69.017288
84.679486 -69.025673
84.690958 -66.614372
84.721164 -70.717834
84.738261 -68.948074
84.76943 -67.879074
84.77477 -69.274086
84.783639 -70.337944
84.834334 -69.107307
84.916091 -69.20118
84.916984 -69.742706
84.949506 -69.267471
84.979328 -67.15332
85.004564 -69.581306
85.03308 -67.099304
85.053551 -69.581863
85.067588 -66.67672
85.072987 -69.515961
85.074858 -69.468552
85.080661 -69.689636
85.088533 -69.3116
85.137987 -67.211502
85.145193 -69.66127
85.241643 -69.23159
85.244159 -69.25267
85.249355 -69.644539
85.279678 -71.507668
85.284794 -67.3564
85.288253 -69.180138
85.289906 -69.179497
85.313089 -69.241997
85.320522 -69.169754
85.375419 -69.325356
85.417021 -68.606743
85.419263 -69.368065
85.436136 -69.587502
85.453935 -69.297897
85.465791 -70.423386
85.500693 -69.212509
85.507777 -68.714325
85.532318 -69.280785
85.537535 -69.216705
85.549741 -69.207756
85.564934 -68.176895
85.576602 -68.461136
85.58733 -69.487892
85.603976 -68.371994
85.605136 -69.479073
85.629423 -68.268906
85.649797 -69.069824
85.68147 -68.231514
85.692075 -67.812019
85.763473 -67.468979
85.824277 -69.69725
85.885111 -68.3144
85.92611 -68.58667
86.007315 -67.633423
86.014336 -69.902939
86.050507 -69.228134
86.116863 -69.801651
86.136478 -67.576225
86.164983 -66.87178
86.201296 -71.041496
86.20323 -69.539848
86.210766 -67.494606
86.31922 -68.99778
86.332 -67.509865
86.368152 -67.688766
86.476941 -67.333168
86.499385 -71.228409
86.507263 -66.990051
86.528952 -67.713066
86.529825 -67.78405
86.542931 -68.006226
86.560745 -67.568611
86.660324 -68.772453
86.675929 -68.008675
86.717654 -66.478897
86.875798 -69.451698
87.000617 -66.89904
87.108805 -67.466377
87.212245 -68.168159
87.261889 -70.041725
87.564943 -67.729652
87.747479 -67.471336
87.893788 -67.519714
88.22397 -69.48793
88.257561 -69.996269
89.12085 -69.366364
89.406794 -68.133484
89.45843 -68.462112
90.085395 -70.364693
90.110404 -69.621155
90.603388 -68.215889
91.330144 -69.310341
9.490297 -73.511185
9.27237 -73.437759
6.639692 -73.274483
9.800761 -72.943527
8.648353 -72.544128
10.431021 -73.72332
12.490582 -73.66832
12.631599 -73.478493
14.110164 -73.473137
10.798535 -73.386368
11.593131 -73.321968
12.807108 -73.340614
13.046056 -73.343498
13.114879 -73.315651
11.325652 -73.256996
11.963402 -73.287605
12.352271 -73.30378
12.640352 -73.25692
12.822944 -73.282799
12.914673 -73.308701
12.876572 -73.269402
11.959739 -73.239655
12.100888 -73.225922
12.129686 -73.191269
12.422279 -73.237427
12.525349 -73.129242
12.654134 -73.12825
13.079405 -73.156387
11.800913 -73.109222
13.213406 -73.114868
13.394229 -73.092438
13.740135 -73.077827
11.871639 -73.027054
12.999947 -73.059242
13.765738 -73.010216
12.909401 -72.790192
13.409233 -72.809013
13.701472 -72.723511
14.940584 -72.748978
12.201496 -72.650162
12.364528 -72.680344
13.094174 -72.664154
13.979501 -72.675148
13.110996 -72.624344
13.513381 -72.529045
13.982381 -72.452698
14.057833 -72.459015
14.091104 -72.464333
14.087156 -72.462318
14.065371 -72.462967
14.075 -72.463905
14.078349 -72.463211
14.671736 -72.437637
13.242589 -72.397987
14.603494 -72.42289
13.592742 -72.338356
13.576145 -72.372658
11.743508 -72.273781
13.306341 -72.267021
13.615561 -72.266136
13.843193 -72.277374
14.052653 -72.272827
14.035505 -72.272568
14.509452 -72.29908
14.953141 -72.273399
12.54733 -72.189705
13.131268 -72.193748
13.209195 -72.222206
13.692348 -72.222366
14.521509 -72.216705
14.650906 -72.204704
14.724634 -72.20134
14.896359 -72.241386
13.285954 -72.136147
13.77444 -72.180992
14.860701 -72.165016
13.021573 -72.123528
13.413244 -72.062836
13.844402 -72.089409
12.603344 -72.000328
13.182248 -72.03167
14.156336 -72.027702
14.440073 -72.026474
14.871415 -72.017967
19.242433 -73.71965
17.881686 -73.579437
18.852198 -73.512329
18.475151 -73.397247
18.284948 -73.339905
18.377089 -73.336182
17.855835 -73.284515
18.59014 -73.212502
16.757307 -73.177071
18.146575 -73.159828
18.79781 -73.142822
17.236885 -73.042908
16.352517 -72.924828
18.40252 -72.920547
15.225637 -72.860222
15.978696 -72.824409
17.62284 -72.826271
18.47522 -72.861008
19.61984 -72.823036
16.064517 -72.75563
19.827769 -72.804893
16.370598 -72.67263
17.552019 -72.62529
18.616893 -72.664871
15.039916 -72.566467
15.845589 -72.603508
15.315233 -72.543571
15.934614 -72.539604
16.782522 -72.511818
16.667566 -72.47924
16.825903 -72.467659
15.886565 -72.41571
16.126022 -72.362282
16.484653 -72.329117
15.287348 -72.262398
15.320793 -72.292
15.332641 -72.284523
15.532258 -72.292458
16.233804 -72.251961
15.261213 -72.198441
16.573929 -72.243042
15.051331 -72.155411
15.706694 -72.1707
16.220421 -72.143562
15.364306 -72.118401
15.489279 -72.071449
15.679321 -72.123909
16.148901 -72.070976
17.758444 -72.115479
17.929814 -72.124306
16.103029 -72.009552
16.229481 -72.043449
16.234879 -72.043686
20.688973 -73.862312
20.964646 -73.678734
20.054984 -73.284607
20.086937 -73.271645
21.466391 -72.954132
20.407462 -72.884239
20.165176 -72.784286
20.689613 -72.776115
21.135223 -72.74614
20.561633 -72.68409
20.217238 -72.543243
13.015799 -71.944138
13.983587 -71.984108
14.726427 -71.943985
14.698428 -71.942085
13.23675 -71.917572
14.240453 -71.931976
14.392303 -71.907814
14.782796 -71.913559
14.163603 -71.844841
13.698917 -71.760323
13.258108 -71.643761
15.014473 -71.961395
15.169767 -71.541702
18.112667 -71.441185
15.656626 -71.275955
20.027448 -71.914421
79.238854 -72.332352
84.837381 -72.192619
73.206056 -70.268257
73.248092 -70.298553
74.650541 -70.110649
72.73027 -69.984634
73.885345 -69.962517
74.545015 -69.949707
74.205879 -69.808746
72.63174 -69.56562
74.162029 -69.570976
74.198512 -69.607002
74.151578 -69.557594
73.900337 -69.449028
72.992118 -69.426094
74.464499 -69.394508
73.653487 -69.339485
73.559379 -69.21019
72.288057 -68.959038
72.308488 -68.96991
72.754558 -68.86599
74.652615 -68.842278
74.638712 -68.847244
70.940366 -68.140968
73.796107 -67.169563
73.791937 -66.845169
73.543649 -66.599892
74.288444 -66.621864
73.91894 -66.428673
74.210815 -66.409729
74.286767 -66.39032
77.412202 -71.400597
75.53078 -71.33699
75.626004 -70.634857
76.037142 -70.262787
79.96583 -69.885681
79.443194 -69.849213
79.182754 -69.77739
79.660998 -69.762985
79.289897 -69.738876
78.742711 -69.647102
78.707893 -69.661682
79.81816 -69.655548
77.2941 -69.603386
75.326556 -69.54734
78.548279 -69.554939
79.507622 -69.560493
76.286309 -69.403511
77.231651 -69.272652
77.410685 -69.310379
79.483648 -69.267715
79.559796 -69.250305
78.350803 -69.24942
75.860374 -69.148941
76.734175 -69.144493
77.614144 -69.153259
76.077504 -68.926216
79.857129 -68.859306
77.189406 -68.761696
77.595029 -68.7733
79.877108 -68.68602
77.818942 -68.392647
75.384327 -68.178627
75.73228 -68.175018
76.481297 -67.886337
76.049455 -67.547256
76.06218 -67.251457
78.072328 -67.298462
78.184431 -67.266029
75.786776 -66.959686
76.365399 -66.6866
76.561725 -66.67942
75.816335 -66.624954
78.390618 -66.571976
76.061782 -66.539909
75.170337 -66.475151
75.787382 -66.448753
76.056509 -66.43293
76.062157 -66.431305
75.843004 -66.369789
75.45873 -66.130112
79.959579 -66.133827
76.809029 -66.055138
80.445623 -71.328827
81.230202 -70.270058
80.906046 -70.118706
82.419476 -70.052818
81.283955 -69.895432
80.690377 -69.847679
83.923293 -69.854126
84.104967 -69.692101
83.81932 -69.677345
80.140506 -69.543167
82.708743 -69.524811
80.343293 -69.452255
81.621463 -69.450912
82.55616 -69.437645
82.58725 -69.457428
84.182111 -69.496521
84.600885 -69.487045
84.742052 -69.488762
84.71284 -69.498001
84.018773 -69.402321
84.111621 -69.397614
84.350933 -69.432236
82.594033 -69.327492
84.962987 -69.277687
81.396657 -69.226074
82.116361 -69.215927
83.923707 -69.198441
83.99922 -69.189514
84.229869 -69.193794
84.908046 -69.196167
82.126885 -69.136475
82.635222 -69.153328
84.071263 -69.184341
84.179477 -69.148239
84.29194 -69.145271
84.715095 -69.13533
82.074104 -69.071808
82.471529 -69.122398
82.856436 -69.094009
83.418096 -69.116096
84.089472 -69.113281
84.454298 -69.085632
84.539893 -69.105934
84.564034 -69.067642
84.654044 -69.085487
84.65058 -69.099403
84.678093 -69.095123
84.668894 -69.099213
84.676472 -69.082802
84.673399 -69.087212
84.671604 -69.086929
84.684357 -69.101624
84.674554 -69.103889
84.680012 -69.104057
84.663114 -69.105888
84.649854 -69.102509
84.689769 -69.096565
84.737775 -69.10154
84.692281 -69.104744
84.690442 -69.106178
84.769867 -69.069397
81.973408 -69.032906
81.963349 -69.015373
81.967294 -69.006363
82.714471 -69.049652
83.600928 -69.008636
84.015786 -69.025024
84.551407 -69.01593
84.722448 -69.033546
81.969442 -68.985672
81.939353 -68.985687
82.091541 -68.996727
82.218854 -68.991371
82.233151 -68.983459
82.036095 -68.92878
82.130734 -68.898819
84.041992 -68.928085
84.134891 -68.900429
80.220844 -68.8256
81.645346 -68.868721
81.688791 -68.831322
83.585317 -68.855721
81.997478 -68.811134
82.01141 -68.811485
83.597591 -68.599701
82.967797 -68.544136
82.354256 -68.466972
80.749096 -68.029625
80.596557 -67.899345
80.561819 -67.859047
81.292764 -67.85672
80.959342 -67.764236
83.104007 -67.698242
83.898897 -67.656158
84.143504 -67.675377
83.086306 -67.52153
83.496123 -67.537704
81.516514 -67.499176
81.69618 -67.479385
83.961629 -67.441521
82.08476 -67.405075
83.73109 -67.351929
80.696242 -67.206306
82.505194 -67.243576
82.705807 -67.153381
83.620125 -67.125839
83.680276 -67.06958
82.083504 -67.038734
82.509449 -67.045898
82.83041 -67.011963
83.593595 -67.023216
83.750996 -67.020187
83.079759 -66.99791
80.576873 -66.916389
84.004767 -66.844955
82.729433 -66.783691
83.257318 -66.801491
83.879608 -66.756744
84.196636 -66.762772
83.090473 -66.726135
82.062731 -66.685516
81.531756 -66.594673
82.075515 -66.481117
81.057266 -66.424736
83.078431 -66.403351
80.587785 -66.260262
81.806541 -66.273705
81.405049 -66.24147
81.608258 -66.203194
81.943503 -66.238586
82.073984 -66.144203
82.166977 -66.158905
82.295268 -66.183044
82.092332 -66.064278
82.16983 -66.106171
81.803598 -66.050995
82.227691 -66.024529
85.655485 -70.784775
87.196465 -70.560646
85.497118 -69.729179
85.050738 -69.668045
85.056237 -69.579239
85.050053 -69.521866
85.142888 -69.556831
85.153858 -69.320625
85.246491 -69.343178
86.129225 -69.337624
88.296034 -69.328865
85.104934 -69.311783
85.240855 -69.258659
85.203354 -69.280922
85.105657 -69.243408
85.535084 -69.211502
85.854866 -69.248528
85.334992 -69.085365
85.560769 -68.51284
85.000957 -68.477524
85.538861 -68.458649
85.147967 -68.117111
85.44976 -67.424591
85.498134 -67.343369
85.621564 -67.328308
86.46637 -67.240532
86.252525 -67.176193
85.480018 -66.739258
85.947186 -66.585823
74.787743 -65.667702
77.812733 -65.96006
78.41177 -65.466476
79.788019 -65.155556
83.37404 -65.945999
80.420956 -65.868645
80.257105 -65.800743
80.746689 -65.80143
81.94343 -65.682083
